9/14/2021,Industri Kampung Kebun Sayur,,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,,28
9/14/2021,Industri Batu 16 Saleng,,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,12
9/14/2021,Jalan Dewan Pontian,,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,11
9/14/2021,Batu Empat Yong Peng,,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,16
9/14/2021,Jalan Bidor Belatim,,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,,65
9/14/2021,Industri Jalan Bercham,,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,47
9/14/2021,Jalan Putra 1B,,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,15
9/14/2021,Jalan Industri Dua Kampar,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,9
9/14/2021,Industri Batu 29,,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,,58
9/14/2021,Industri Dua Jalan Telok Gong,,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,,52
9/14/2021,Sawit Lepar Hilir,,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,,16
9/14/2021,Jalan Mentakab -Temerloh,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,8
9/14/2021,Taman Industri Prai Baru Dua,,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,21
9/14/2021,Jalan Pasir Puteh – Kota Bharu,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,7
9/14/2021,Jalan Atas Paloh,,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,,19
9/14/2021,Kampung Panjang Tawang,,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,18
9/14/2021,Kampung Banggol Badang,,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,17
9/14/2021,Kampung Bawah Lembah Bunut Payong,,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,14
9/14/2021,Depan Masjid Kampung Banggol Kulim,,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,11
9/14/2021,Taman Nashriq Tawang,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,10
9/14/2021,Kampung Teluk Panji,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,10
9/14/2021,Taman Prima Indah,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,6
9/14/2021,Kampung Sungai Keladi,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,6
9/14/2021,Kampung Sungai Kiol,,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,,87
9/14/2021,Jundak Saeh Merah,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,,22
9/14/2021,Kampung Segedup,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,12
9/14/2021,Jalan Upland,,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,,51
9/14/2021,Jalan Sutera Merah Dua,,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,23
9/14/2021,Jalan Cheras Batu Empat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,12
